,project_name,project_type,project_owner,base_price,target_price,target_rate,bid_days,bid_start_month,bid_start_weekday,bid_start_quarter,max_target_rate,min_target_rate,mean_target_rate,std_target_rate,count_bidding
181,대전유성경찰서 통합민원실 개선 전기공사,공사,경찰청 대전광역시지방경찰청,20490000,20764000,101.337,6,7,2,3Q,0.0,0.0,0.0,0.0,0
182,포항원동초등학교 전기시설개선 및 기타 전기공사 입찰 공고,공사,경상북도교육청 경상북도포항교육지원청,285931000,287329000,100.489,7,7,1,3Q,101.965,99.51,100.6462,0.8809237764982845,5
183,죽도시장 농산물거리 아케이드 건립 전기공사,공사,경상북도 포항시,321080000,322372000,100.402,7,7,2,3Q,101.036,99.356,99.90740000000001,0.6793760372577186,5
184,어은동 도시재생 뉴딜사업 내 범죄예방설계(CPTED)사업 전기공사,공사,대전광역시 유성구,105093000,104669000,99.597,2,7,0,3Q,100.773,99.013,99.7525,0.647107332673642,6
185,전주서신중 화장실수선 및 기타 전기공사,공사,전라북도교육청 전라북도전주교육지원청,71533000,72175000,100.897,5,7,4,3Q,101.098,98.331,99.89916666666666,0.7852672581145005,24
186,환호여자중학교 외 1교 냉난방시설개선 전기공사 소액수의 견적제출 공고,공사,경상북도교육청 경상북도포항교육지원청,143677000,144098000,100.293,5,7,3,3Q,101.965,99.51,100.62,0.7905314667993928,6
187,주성초 다목적교실증축 및 기타전기공사 소액수의 견적공고,공사,충청북도교육청 충청북도청주교육지원청,165506000,164693000,99.509,2,7,0,3Q,101.591,98.92,100.19134285714284,0.6390211237812534,35
188,송지초 체육시설 조명개선 전기공사,공사,전라남도교육청 전라남도해남교육지원청,28875000,29044000,100.585,5,7,4,3Q,100.383,99.094,99.71699999999998,0.5630849551059471,4
189,완도중앙초 1학년 교실 보수 전기공사,공사,전라남도교육청 전라남도완도교육지원청,36520000,36480000,99.89,6,7,3,3Q,100.32,99.527,100.07340000000002,0.3239618804736132,5
191,고성교육지원청 통합관사 신축 전기공사 수의견적 제출 공고,공사,경상남도교육청 경상남도고성교육지원청,117986000,119748000,101.493,5,7,4,3Q,101.262,99.12,100.05716666666666,0.8196053725218396,6
192,영산강Ⅳ지구 무안양수장 전기공사,공사,한국농어촌공사 영산강사업단,161942000,161666000,99.83,5,7,4,3Q,0.0,0.0,0.0,0.0,0
193,위례한빛고 태양광 잉여전력 판매시설 구축 전기공사,공사,경기도교육청 경기도성남교육지원청,15356000,15297000,99.616,5,7,4,3Q,101.644,98.566,99.99441176470589,0.8199807969415762,17
194,벨포스트 상가 전기시설물 개선공사,공사,서울특별시 중구,51293000,50859000,99.154,5,7,4,3Q,100.622,99.164,99.85966666666667,0.731282663088174,3
195,숭의과학기술고 석면텍스교체 및 조명교체공사 전기설계용역,용역,광주광역시교육청 숭의과학기술고등학교,19530000,19256000,98.597,5,7,3,3Q,101.235,100.158,100.6965,0.7615540033379103,2
196,홍농초 외 1교(법성포초) 교실 및 천장보수 전기공사 수의계약 안내 공고,공사,전라남도교육청 전라남도영광교육지원청,24101000,24207000,100.44,5,7,4,3Q,100.239,98.769,99.4825,0.6349034047265233,4
197,국가 드론 시험인증시설 부지조성 전기공사,공사,인천광역시,120076000,120470000,100.328,2,7,0,3Q,99.136,99.136,99.136,,1
199,김해한일여고 직업계고 재구조화사업(교실 및 화장실 리모델링) 전기공사,공사,경상남도교육청 김해한일여자고등학교,62623000,63247000,100.996,5,7,3,3Q,0.0,0.0,0.0,0.0,0
200,대경상업고등학교 냉난방개선 및 변전실 승압 전기공사,공사,서울특별시교육청 대경상업고등학교,159137000,160575000,100.904,5,7,4,3Q,0.0,0.0,0.0,0.0,0
201,상도중 체육관 증축 전기공사,공사,경기도교육청 경기도부천교육지원청,285137000,284845000,99.898,4,7,4,3Q,101.063,98.44,99.82277777777777,0.8485588927378266,9
202,수원금호초 교실 및 식당 증축 전기공사,공사,경기도교육청 경기도수원교육지원청,160050000,158141000,98.807,5,7,3,3Q,101.035,98.69,99.83138888888888,0.7739598058334508,18
203,강릉오성학교 화장실 보수 전기공사,공사,강원도교육청 강원도강릉교육지원청,57938000,58656000,101.239,2,7,0,3Q,101.043,97.855,99.99533333333333,0.8671496547940988,15
204,교내 노후 보일러 교체공사(전기),공사,강원대학교,8469000,8518000,100.579,5,7,3,3Q,100.56,99.518,99.89925000000001,0.48003984209646633,4
205,대청초등학교 학교공간혁신사업 전기공사,공사,부산광역시교육청 부산광역시해운대교육지원청,52943000,52793000,99.717,2,7,0,3Q,101.348,98.302,99.76275000000001,0.7074779239103592,40
206,넘은들근린공원 정비사업(전기),공사,서울특별시 양천구,52690000,51922000,98.542,5,7,3,3Q,100.031,99.401,99.73525000000001,0.2940775124577479,4
207,교리초등학교 화장실개량 전기공사,공사,부산광역시교육청 부산광역시해운대교육지원청,33818000,33675000,99.577,2,7,0,3Q,101.348,98.302,99.76275000000001,0.7074779239103592,40
208,대전문창초 외 2교 화장실 수선 전기공사 설계용역,용역,대전광역시교육청 대전광역시동부교육지원청,12463000,12627000,101.316,2,7,0,3Q,101.801,98.366,99.81259999999999,0.7425850144621179,55
209,반산초등학교 등 2교(부산남일고) 학교도서관 독서환경개선 전기공사,공사,부산광역시교육청 부산광역시해운대교육지원청,17010000,16830000,98.942,2,7,0,3Q,101.348,98.302,99.76275000000001,0.7074779239103592,40
210,대전중원초 미래공감 「숨」 시설 전기공사,공사,대전광역시교육청 대전광역시동부교육지원청,25740000,25887000,100.571,2,7,0,3Q,101.801,98.366,99.81259999999999,0.7425850144621179,55
211,강원도교육연구원 별관 천장교체 전기공사,공사,강원도교육청,42925000,43353000,100.997,2,7,0,3Q,100.374,98.822,99.75666666666666,0.8232261738631292,3
212,광영초 외 3교 냉.난방기 교체 전기공사 수의계약 견적제출 안내 공고,공사,전라남도교육청 전라남도광양교육지원청,22561000,22414000,99.348,5,7,4,3Q,100.191,98.987,99.72866666666668,0.6487868165532783,3
213,광양칠성초 교사동 화장실 보수 전기공사 수의계약 견적제출 안내 공고,공사,전라남도교육청 전라남도광양교육지원청,33761000,33726000,99.896,5,7,4,3Q,100.191,98.987,99.72866666666668,0.6487868165532783,3
214,옥곡초 외 1교 다목적강당 보수 외 1건 전기공사 수의계약 견적제출 안내 공고,공사,전라남도교육청 전라남도광양교육지원청,38780000,39017000,100.611,5,7,4,3Q,100.191,98.987,99.72866666666668,0.6487868165532783,3
215,광양서초 외 3교 교실 바닥보수 전기공사 수의계약 견적제출 안내 공고,공사,전라남도교육청 전라남도광양교육지원청,25897000,25750000,99.432,5,7,4,3Q,100.191,98.987,99.72866666666668,0.6487868165532783,3
216,판교크린넷 악취저감시설 및 시설개선 공사(전기),공사,경기도 성남시,59483000,58506000,98.358,5,7,4,3Q,100.373,99.422,99.88983333333333,0.3191497558618328,6
217,대자중 좌측 후관동 화장실보수 전기공사 수의계약 안내공고,공사,광주광역시교육청 광주광역시서부교육지원청,73303000,73890000,100.801,2,7,0,3Q,101.845,98.133,99.5944285714286,0.7873114820373821,35
218,묵계초등학교 본관 옥상보수 전기공사,공사,경상남도교육청 경상남도하동교육지원청,9537000,9625000,100.923,5,7,4,3Q,100.906,100.906,100.906,,1
219,자연대1호관 등 4개소 위험물 및 폐기물저장소 구축 전기공사,공사,전남대학교,25863000,25852000,99.957,2,7,0,3Q,100.753,98.727,99.7601111111111,0.6383373803178922,9
220,[긴급]송원여자상업고등학교 냉난방기교체 전기공사 제한경쟁 입찰 공고,공사,광주광역시교육청 송원여자상업고등학교,74611000,73994000,99.173,4,7,4,3Q,0.0,0.0,0.0,0.0,0
221,광주광역시 농업기술센터 생활문화교육관 전기 개보수 공사,공사,광주광역시 농업기술센터,44660000,43936000,98.379,4,7,4,3Q,0.0,0.0,0.0,0.0,0
222,예당저수지 기반시설(옛고을마당) 전기공사,공사,충청남도 예산군,67430000,67053000,99.441,5,7,2,3Q,100.703,98.753,99.773625,0.6681394075020151,8
223,법인류학센터 건축 전기 공사,공사,경찰청 경찰수사연수원,27427000,27337000,99.672,5,7,3,3Q,0.0,0.0,0.0,0.0,0
224,남양주소방서 본서 식당 증축 공사(전기) 소액수의 견적제출 안내 공고,공사,경기도 남양주소방서,39361000,39445000,100.213,5,7,3,3Q,0.0,0.0,0.0,0.0,0
225,추진시험1동 고압배전반 및 변압기교체 전기공사,공사,한국항공우주연구원,114739000,114956000,100.189,5,7,2,3Q,100.05,99.868,99.959,0.1286934341759532,2
227,남부지하도상가 공실 노후점포 전기시설물 정비공사,공사,부산시설공단,52449000,51812000,98.785,5,7,3,3Q,100.687,99.084,99.944,0.7565505050336435,4
228,부산동중학교 냉난방개선 전기공사,공사,부산광역시교육청 부산광역시남부교육청 부산동중학교,52990000,52572000,99.211,4,7,4,3Q,0.0,0.0,0.0,0.0,0
229,능호마을 공용주차장 조성사업(전기),공사,경상북도 봉화군,44858000,44815000,99.904,2,7,6,3Q,100.755,98.899,100.09174999999999,0.8377236517292939,4
230,탑정호 멀티미디어 음악분수 조성사업 전기감리용역,용역,충청남도 논산시,16757000,16747000,99.94,4,7,4,3Q,100.816,99.137,99.95709090909091,0.6092157999503056,11
231,신용동 원대사거리 교통사고 잦은곳 개선 전기공사,공사,전라북도 익산시,33992000,33796000,99.423,4,7,4,3Q,100.619,99.31,99.91958333333334,0.43576295856876757,12
232,수리산 상상마을 내 아이사랑놀이터 리모델링 공사(전기),공사,경기도 군포시,35551000,35931000,101.069,4,7,4,3Q,100.931,98.188,99.59225,0.7639270253106627,8
233,법과학감정실 구축 리모델링 전기공사,공사,경찰청 충청남도지방경찰청,90079000,90076000,99.997,6,7,1,3Q,0.0,0.0,0.0,0.0,0
234,수북초 화장실 증축 및 보수 전기공사 소액수의 견적서 제출 안내 공고,공사,전라남도교육청 전라남도담양교육지원청,38148000,38310000,100.425,5,7,3,3Q,99.716,99.038,99.377,0.4794183976444773,2
235,화순고 급식실 보수 전기공사,공사,전라남도교육청 전라남도화순교육지원청,33506000,32967000,98.391,4,7,4,3Q,99.219,99.219,99.219,,1
236,적벽산 급경사지 붕괴위험지구 정비사업(전기공사),공사,경상남도 산청군,525177000,523964000,99.769,4,7,4,3Q,100.974,98.915,100.05539999999999,0.8431683105999652,5
237,대전유천초 야구부실내연습장 증축 전기공사,공사,대전광역시교육청 대전광역시서부교육지원청,129917000,130068000,100.116,4,7,4,3Q,101.466,98.141,99.85184090909092,0.7845890627311166,44
238,국가해양위성센터 신축공사(전기),공사,해양수산부 국립해양조사원,159826000,159683000,99.911,6,7,2,3Q,0.0,0.0,0.0,0.0,0
240,대동3구역 사랑방경로당 신축공사(전기),공사,대전광역시 동구,22550000,22660000,100.488,5,7,3,3Q,100.074,100.001,100.0375,0.05161879502661323,2
241,장항공업고등학교 전원차단 및 기타 전기공사,공사,충청남도교육청 충청남도서천교육지원청,87935000,88316000,100.433,4,7,4,3Q,99.732,99.097,99.4145,0.4490128060534613,2
242,부릉지구 지표수보강개발사업 전기공사,공사,한국농어촌공사 충북지역본부 옥천.영동지사,318604000,317060000,99.515,6,7,1,3Q,100.754,99.491,100.1225,0.8930758646386132,2
243,청양혁신 플랫폼 조성공사(전기),공사,충청남도 청양군,121594000,119736000,98.472,5,7,3,3Q,100.936,99.765,100.31360000000001,0.543063348054352,5
244,쌍봉초 영어교실 및 돌봄겸용교실 환경개선공사에 따른 전기공사,공사,충청북도음성교육청 쌍봉초등학교,9966000,10055000,100.893,5,7,2,3Q,0.0,0.0,0.0,0.0,0
245,당북초 특별교실 증축 전기공사,공사,전라북도교육청 전라북도군산교육지원청,132951000,131783000,99.121,5,7,3,3Q,101.068,98.794,99.89461538461539,0.7289488480524012,13
247,대전동문초 외 1교(대전오류초) 조명 교체 전기공사 설계용역,용역,대전광역시교육청 대전광역시동부교육지원청,6820000,6850000,100.44,4,7,4,3Q,101.801,98.366,99.7916346153846,0.7557463011616117,52
248,대전동산초 미래공감 「숨」 및 영어놀이터 시설 전기공사,공사,대전광역시교육청 대전광역시동부교육지원청,30030000,29968000,99.794,4,7,4,3Q,101.801,98.366,99.7916346153846,0.7557463011616117,52
249,영천동 도시재생뉴딜사업 커뮤니티센터 신축 전기공사,공사,충청북도 제천시,165968000,163926000,98.77,4,7,4,3Q,101.072,98.013,99.8,0.8033927323251929,18
250,익산초 화장실수선 및 기타 전기공사,공사,전라북도교육청 전라북도익산교육지원청,281506000,278195000,98.824,4,7,4,3Q,101.24,98.956,100.0675,0.8257857415268723,12
251,환경미화원 휴게실 및 창고 신축공사(전기),공사,강원도 양양군,33715000,33598000,99.653,5,7,3,3Q,100.165,98.602,99.58325,0.6938906614157591,4
252,하청중 천장교체 전기공사 수의계약 안내 공고,공사,경상남도교육청 경상남도거제교육지원청,110495000,111120000,100.566,5,7,2,3Q,100.218,98.829,99.52749999999999,0.5782334303722022,6
253,구서여자중학교 외 1교(남일중) 화장실개량 및 기타 전기공사,공사,부산광역시교육청 부산광역시동래교육지원청,88077000,89003000,101.051,4,7,4,3Q,100.983,98.643,99.748,0.6589266064800192,23
254,이리북중 내진보강 및 기타 전기공사,공사,전라북도교육청 전라북도익산교육지원청,150184000,150458000,100.182,4,7,4,3Q,101.24,98.956,100.0675,0.8257857415268723,12
255,공도가압장 상수시설물 이설공사(전기),공사,경기도 안성시,54300000,54385000,100.157,5,7,3,3Q,101.575,99.308,100.18599999999999,0.9337205149293865,6
256,창녕유치원 소규모체육관 신축 전기공사 수의계약 안내 공고,공사,경상남도교육청 경상남도창녕교육지원청,40854000,41041000,100.458,5,7,3,3Q,101.52,98.843,100.471,1.429340057509055,3
257,구산119안전센터 건립공사(전기),공사,경상남도 창원시 마산소방서,144012000,144798000,100.546,4,7,3,3Q,0.0,0.0,0.0,0.0,0
258,양지초(2구역) 외벽보수 및 기타시설 전기공사 수의계약 안내 공고,공사,광주광역시교육청 광주광역시동부교육지원청,2552000,2540000,99.53,5,7,3,3Q,101.181,98.746,99.7979090909091,0.6895114149468391,22
259,광덕초 일반교실 증축 전기공사,공사,경기도안성교육청,255821000,256768000,100.37,5,7,3,3Q,100.065,99.168,99.702,0.36197016451635505,6
260,칠천초 천장교체 전기공사 수의계약 안내 공고,공사,경상남도교육청 경상남도거제교육지원청,26070000,26288000,100.836,5,7,2,3Q,100.218,98.829,99.52749999999999,0.5782334303722022,6
262,이리팔봉초 투광등 설치 및 기타 전기공사,공사,전라북도교육청 전라북도익산교육지원청,36613000,36835000,100.606,4,7,4,3Q,101.24,98.956,100.0675,0.8257857415268723,12
263,대구역 수전실 외 4개소 CU 개량에 따른 전기설비 기타공사,공사,한국철도공사 회계통합센터,78347000,78053000,99.625,4,7,4,3Q,100.679,99.236,100.03885714285715,0.38227474154327457,14
264,관당초등학교외1교 급식실 환경개선 및 기타 전기공사,공사,충청남도교육청 충청남도보령교육지원청,32769000,32805000,100.11,5,7,3,3Q,101.101,98.968,99.76474999999999,0.9276121226029759,4
267,경원중 창고철거 및 기술실 설치 전기공사 수의견적 제출 공고,공사,서울특별시교육청 서울특별시강남서초교육지원청,27390000,27628000,100.869,4,7,3,3Q,101.337,99.362,100.33275,0.791418572654735,8
